as_of,store_id,sku_uid,category,size_label,start_stock,days_of_cover,trailing_demand_rate,elapsed_days,p_stockout_7d,p_stockout_14d,p_stockout_28d,expected_days_out,expected_lost_units,expected_lost_revenue,rank_by_risk,rank_by_units,rank_by_revenue
2025-11-27,CHS01,32_1154_MAROON_39,CLOSE,39,7,30.15,0.23,18,0.2829,0.5187,0.7977,4.1,0.95,6656.17,944,1545,823
2025-11-27,CHS01,17_1049_MAROON_42,CLOSE,42,16,13.37,1.2,3,0.11,0.4113,0.8187,2.23,2.67,6653.91,1485,639,824
2025-11-27,PUS01,25_1105_MAROON_41,PREMIUM OPEN,41,36,27.24,1.32,16,0.2264,0.4488,0.7474,3.38,4.47,6653.09,1319,299,825
2025-11-27,MAS01,32_1154_MAROON_39,CLOSE,39,4,20.36,0.2,14,0.3376,0.6003,0.8642,4.84,0.95,6640.33,436,1547,826
2025-11-27,COS01,18_1056_GREY_44,GIRLS_OPEN,44,6,22.4,0.27,9,0.2297,0.4984,0.8205,3.55,0.95,6637.49,1068,1548,827
2025-11-27,HYS01,19_1063_MAROON_43,BOYS CLOSE,43,12,24.0,0.5,7,0.1052,0.319,0.6914,1.9,0.95,6630.31,1861,1550,828
2025-11-27,AHS01,19_1063_MAROON_42,BOYS CLOSE,42,7,21.78,0.32,5,0.1719,0.4721,0.8354,2.95,0.95,6622.2,1216,1551,829
2025-11-27,SUS01,17_1049_MAROON_42,CLOSE,42,17,25.73,0.66,20,0.2779,0.5068,0.7833,4.02,2.66,6618.38,1019,645,830
2025-11-27,BES01,23_1091_BLACK_41,OPEN,41,31,30.46,1.02,12,0.2981,0.5634,0.848,4.36,4.44,6616.89,657,301,831
2025-11-27,BHS01,10_1000_BROWN_39,PREMIUM CLOSE,39,10,25.45,0.39,17,0.2912,0.5326,0.8107,4.22,1.66,6611.1,873,1062,832
2025-11-27,KOS01,23_1091_BROWN_40,OPEN,40,15,21.54,0.7,19,0.4645,0.7205,0.9216,6.37,4.44,6608.53,67,302,833
2025-11-27,MUS01,27_1119_WHITE_38,CLOSE,38,23,26.83,0.86,12,0.1627,0.373,0.6994,2.57,2.21,6597.36,1671,809,834
2025-11-27,SUS01,10_1000_WHITE_38,PREMIUM CLOSE,38,7,19.6,0.36,14,0.3203,0.58,0.8517,4.62,1.65,6581.93,565,1065,835
2025-11-27,HYS01,14_1028_WHITE_42,OPEN,42,20,19.65,1.02,16,0.2999,0.5471,0.8239,4.34,4.42,6580.69,775,305,836
2025-11-27,MUS01,30_1140_WHITE_41,PREMIUM CLOSE,41,26,26.47,0.98,7,0.0692,0.2407,0.6042,1.34,1.32,6570.56,2130,1249,837
2025-11-27,CHS01,14_1028_ROSE-GOLD_38,OPEN,38,28,20.36,1.38,11,0.2076,0.4494,0.7723,3.21,4.41,6566.34,1316,306,838
2025-11-27,COS01,33_1161_BLUE-NAVY_41,OPEN,41,17,32.83,0.52,30,0.2964,0.5154,0.7742,4.22,2.19,6539.3,966,819,839
2025-11-27,BES01,32_1154_MAROON_39,CLOSE,39,10,37.33,0.27,8,0.2226,0.4995,0.8279,3.48,0.93,6519.69,1058,1560,840
2025-11-27,BHS01,32_1154_MAROON_42,CLOSE,42,8,32.0,0.25,14,0.251,0.4918,0.7903,3.73,0.93,6513.07,1111,1562,841
2025-11-27,CHS01,27_1119_WHITE_37,CLOSE,37,6,19.76,0.3,30,0.5324,0.7747,0.9422,7.17,2.18,6509.48,23,822,842
2025-11-27,CHS01,28_1126_ROSE-GOLD_40,GIRLS_OPEN,40,24,20.36,1.18,12,0.2465,0.4971,0.8031,3.7,4.36,6496.66,1076,310,843
2025-11-27,KOS01,28_1126_ROSE-GOLD_39,GIRLS_OPEN,39,18,26.53,0.68,22,0.4692,0.721,0.9195,6.42,4.35,6488.66,65,311,844
2025-11-27,MAS01,12_1014_ROSE-GOLD_44,CLOSE,44,3,9.33,0.32,3,0.246,0.6243,0.9267,4.04,1.3,6484.25,329,1265,845
2025-11-27,SUS01,26_1112_WHITE_40,OPEN,40,16,34.46,0.46,22,0.2387,0.4486,0.7287,3.49,1.62,6473.31,1321,1076,846
2025-11-27,KOS01,16_1042_ANTIC-GOLD_40,OPEN,40,16,22.97,0.7,19,0.4534,0.7098,0.9163,6.23,4.34,6469.81,95,313,847
2025-11-27,SUS01,12_1014_ROSE-GOLD_38,CLOSE,38,22,24.64,0.89,6,0.0734,0.2644,0.646,1.45,1.3,6465.51,2054,1270,848
2025-11-27,MUS01,33_1161_ROSE-GOLD_41,OPEN,41,19,26.6,0.71,13,0.1969,0.4202,0.7364,3.02,2.16,6459.06,1440,832,849
2025-11-27,HYS01,11_1007_TAN_38,PREMIUM CLOSE,38,7,21.78,0.32,8,0.1762,0.431,0.7793,2.86,0.92,6435.29,1395,1574,850
2025-11-27,MAS01,31_1147_ANTIC-GOLD_40,PREMIUM CLOSE,40,8,23.58,0.34,48,0.4649,0.7061,0.9046,6.34,2.15,6434.7,102,836,851
2025-11-27,COS01,12_1014_ANTIC-GOLD_44,CLOSE,44,9,20.16,0.45,8,0.178,0.4337,0.7814,2.89,1.29,6434.24,1383,1272,852
2025-11-27,INS01,28_1126_BLUE-NAVY_40,GIRLS_OPEN,40,30,16.97,1.77,7,0.1425,0.3885,0.7546,2.44,4.31,6418.32,1593,316,853
2025-11-27,INS01,18_1056_BLACK_42,GIRLS_OPEN,42,27,38.77,0.7,11,0.0747,0.2167,0.5285,1.32,0.92,6408.04,2192,1579,854
2025-11-27,INS01,24_1098_MAROON_40,OPEN,40,18,29.65,0.61,13,0.1686,0.3762,0.6961,2.64,1.6,6389.33,1653,1080,855
2025-11-27,HYS01,31_1147_MAROON_42,PREMIUM CLOSE,42,14,27.03,0.52,22,0.2862,0.5134,0.7843,4.12,2.13,6379.55,980,844,856
2025-11-27,INS01,12_1014_ROSE-GOLD_37,CLOSE,37,8,24.89,0.32,16,0.2707,0.5095,0.7965,3.96,1.27,6353.58,1001,1278,857
2025-11-27,MUS01,14_1028_WHITE_38,OPEN,38,18,21.45,0.84,22,0.3609,0.6056,0.8522,5.08,4.26,6348.6,409,321,858
2025-11-27,KOS01,10_1000_BROWN_41,PREMIUM CLOSE,41,11,23.69,0.46,11,0.2243,0.4734,0.7908,3.43,1.59,6348.41,1206,1083,859
2025-11-27,HYS01,23_1091_BROWN_42,OPEN,42,12,15.27,0.79,14,0.3847,0.6525,0.894,5.42,4.26,6347.04,222,322,860
2025-11-27,KOS01,11_1007_TAN_39,PREMIUM CLOSE,39,15,35.0,0.43,11,0.1288,0.3224,0.656,2.12,0.91,6344.21,1848,1586,861
2025-11-27,COS01,17_1049_MAROON_39,CLOSE,39,20,32.0,0.62,29,0.2849,0.5012,0.7632,4.08,2.55,6342.36,1050,679,862
2025-11-27,PUS01,30_1140_WHITE_39,PREMIUM CLOSE,39,19,22.64,0.84,6,0.0773,0.2737,0.6564,1.51,1.27,6341.01,2014,1281,863
2025-11-27,MUS01,24_1098_MAROON_39,OPEN,39,18,25.2,0.71,10,0.1344,0.3405,0.6828,2.22,1.59,6331.5,1795,1087,864
2025-11-27,BHS01,28_1126_ROSE-GOLD_41,GIRLS_OPEN,41,22,23.69,0.93,17,0.3188,0.567,0.8352,4.57,4.25,6325.66,635,323,865
2025-11-27,BES01,16_1042_ANTIC-GOLD_42,OPEN,42,34,23.51,1.45,6,0.1751,0.4583,0.8168,2.93,4.24,6324.45,1274,324,866
2025-11-27,COS01,12_1014_ANTIC-GOLD_43,CLOSE,43,18,21.0,0.86,5,0.0716,0.277,0.6742,1.48,1.27,6314.47,2004,1286,867
2025-11-27,HYS01,10_1000_BROWN_40,PREMIUM CLOSE,40,22,26.78,0.82,9,0.1117,0.3081,0.6587,1.92,1.58,6296.82,1900,1090,868
2025-11-27,BES01,14_1028_ROSE-GOLD_38,OPEN,38,17,20.7,0.82,25,0.3668,0.6081,0.8504,5.14,4.22,6291.91,395,327,869
2025-11-27,HYS01,33_1161_ROSE-GOLD_43,OPEN,43,9,17.38,0.52,10,0.2714,0.5443,0.8448,4.06,2.1,6285.8,797,847,870
2025-11-27,PUS01,28_1126_TAN_38,GIRLS_OPEN,38,43,28.0,1.54,15,0.1786,0.3817,0.6904,2.75,4.22,6283.53,1627,329,871
2025-11-27,MUS01,33_1161_ROSE-GOLD_43,OPEN,43,11,22.0,0.5,16,0.2885,0.5326,0.8136,4.19,2.1,6267.26,871,850,872
2025-11-27,AHS01,14_1028_NAVY_42,OPEN,42,30,24.71,1.21,9,0.2231,0.4892,0.8143,3.46,4.2,6258.2,1124,332,873
2025-11-27,BES01,21_1077_BLUE-NAVY_38,PREMIUM CLOSE,38,6,18.67,0.32,3,0.1483,0.4837,0.863,2.79,0.9,6258.04,1151,1598,874
2025-11-27,PUS01,28_1126_ROSE-GOLD_43,GIRLS_OPEN,43,16,22.97,0.7,21,0.4372,0.6905,0.9044,6.03,4.2,6257.63,124,333,875
2025-11-27,MUS01,22_1084_NAVY_41,CLOSE,41,12,21.0,0.57,13,0.3019,0.5625,0.8438,4.4,2.51,6256.01,664,688,876
2025-11-27,BHS01,16_1042_TAN_38,OPEN,38,19,19.35,0.98,12,0.2912,0.5549,0.8426,4.27,4.2,6255.65,715,334,877
2025-11-27,PUS01,25_1105_BROWN_40,PREMIUM OPEN,40,22,16.43,1.34,7,0.1931,0.4701,0.8159,3.13,4.19,6246.34,1225,335,878
2025-11-27,AHS01,27_1119_WHITE_43,CLOSE,43,10,23.33,0.43,10,0.3361,0.6212,0.8888,4.87,2.09,6242.36,342,852,879
2025-11-27,CHS01,12_1014_ANTIC-GOLD_37,CLOSE,37,9,28.0,0.32,18,0.2667,0.4974,0.781,3.89,1.25,6241.93,1074,1297,880
2025-11-27,CHS01,22_1084_NAVY_38,CLOSE,38,33,24.64,1.34,10,0.1101,0.2959,0.6359,1.87,2.51,6238.63,1942,691,881
2025-11-27,MUS01,23_1091_BLUE-NAVY_40,OPEN,40,28,25.29,1.11,20,0.259,0.4814,0.7625,3.78,4.18,6227.8,1167,337,882
2025-11-27,CHS01,24_1098_MAROON_44,OPEN,44,5,17.5,0.29,16,0.3882,0.6495,0.8884,5.45,1.56,6212.37,235,1103,883
2025-11-27,PUS01,16_1042_TAN_41,OPEN,41,24,22.03,1.09,14,0.2586,0.5021,0.7981,3.83,4.17,6211.72,1046,339,884
2025-11-27,HYS01,11_1007_TAN_41,PREMIUM CLOSE,41,23,30.67,0.75,7,0.0596,0.2172,0.5738,1.18,0.89,6209.15,2191,1602,885
2025-11-27,AHS01,20_1070_ANTIC-GOLD_37,PREMIUM CLOSE,37,6,30.55,0.2,25,0.3182,0.5494,0.8078,4.52,0.89,6207.84,759,1604,886
2025-11-27,KOS01,21_1077_BLUE-NAVY_40,PREMIUM CLOSE,40,12,19.2,0.62,2,0.0544,0.3023,0.7483,1.42,0.89,6206.62,1925,1605,887
2025-11-27,AHS01,14_1028_WHITE_42,OPEN,42,29,26.62,1.09,23,0.2637,0.4813,0.7556,3.82,4.16,6200.45,1168,340,888
2025-11-27,KOS01,31_1147_ANTIC-GOLD_38,PREMIUM CLOSE,38,16,24.22,0.66,12,0.2039,0.4369,0.7562,3.14,2.07,6194.98,1370,860,889
2025-11-27,PUS01,32_1154_MAROON_41,CLOSE,41,9,21.91,0.41,6,0.1195,0.3623,0.7433,2.16,0.89,6187.35,1712,1611,890
2025-11-27,PUS01,23_1091_BROWN_41,OPEN,41,18,21.45,0.84,17,0.3483,0.6021,0.8582,4.95,4.15,6184.07,422,342,891
2025-11-27,HYS01,13_1021_BROWN_42,OPEN,42,12,17.23,0.7,26,0.432,0.6794,0.8945,5.95,4.15,6177.9,148,344,892
2025-11-27,PUS01,32_1154_MAROON_38,CLOSE,38,7,32.67,0.21,17,0.2838,0.5231,0.8037,4.12,0.88,6174.75,919,1612,893
2025-11-27,MUS01,21_1077_MAROON_42,PREMIUM CLOSE,42,15,16.15,0.93,1,0.0268,0.2288,0.6921,0.95,0.88,6171.92,2167,1613,894
2025-11-27,CHS01,10_1000_BROWN_44,PREMIUM CLOSE,44,6,22.4,0.27,25,0.4173,0.6646,0.8865,5.77,1.55,6170.08,187,1112,895
2025-11-27,BES01,19_1063_MAROON_43,BOYS CLOSE,43,11,44.0,0.25,18,0.2391,0.4596,0.7496,3.53,0.88,6165.21,1266,1614,896
2025-11-27,BHS01,17_1049_BROWN_42,CLOSE,42,11,22.0,0.5,20,0.35,0.5967,0.8492,4.95,2.47,6161.86,470,705,897
2025-11-27,BES01,28_1126_TAN_42,GIRLS_OPEN,42,22,28.0,0.79,15,0.3689,0.6317,0.8803,5.22,4.1,6108.23,299,346,898
2025-11-27,BES01,13_1021_WHITE_39,OPEN,39,29,30.07,0.96,12,0.2889,0.5522,0.8408,4.25,4.09,6101.3,738,348,899
2025-11-27,PUS01,23_1091_BROWN_40,OPEN,40,17,18.31,0.93,14,0.3032,0.5593,0.8383,4.4,4.09,6090.24,686,349,900
2025-11-27,SUS01,14_1028_ROSE-GOLD_39,OPEN,39,27,22.91,1.18,12,0.2289,0.4728,0.7849,3.47,4.09,6089.88,1213,350,901
2025-11-27,PUS01,25_1105_BROWN_41,PREMIUM OPEN,41,21,26.13,0.8,19,0.3589,0.6092,0.859,5.07,4.07,6066.01,388,352,902
2025-11-27,MUS01,17_1049_MAROON_40,CLOSE,40,38,30.4,1.25,12,0.1184,0.2967,0.62,1.95,2.44,6064.15,1939,722,903
2025-11-27,SUS01,20_1070_ANTIC-GOLD_37,PREMIUM CLOSE,37,3,18.67,0.16,15,0.3822,0.6463,0.8885,5.38,0.87,6046.96,248,1630,904
2025-11-27,KOS01,16_1042_BLUE-NAVY_39,OPEN,39,30,28.97,1.04,17,0.2679,0.5023,0.7878,3.92,4.06,6043.64,1044,356,905
2025-11-27,INS01,17_1049_BLACK_41,CLOSE,41,7,15.68,0.45,13,0.3847,0.6566,0.8983,5.43,2.42,6036.25,212,727,906
2025-11-27,INS01,22_1084_NAVY_41,CLOSE,41,17,27.2,0.62,18,0.2656,0.4959,0.7798,3.88,2.42,6033.77,1081,728,907
2025-11-27,MUS01,33_1161_BLUE-NAVY_44,OPEN,44,9,29.65,0.3,29,0.4876,0.7334,0.9226,6.63,2.01,6018.61,55,885,908
2025-11-27,KOS01,31_1147_ANTIC-GOLD_39,PREMIUM CLOSE,39,10,32.94,0.3,27,0.4874,0.7344,0.9238,6.63,2.01,6018.6,53,886,909
2025-11-27,SUS01,17_1049_MAROON_39,CLOSE,39,10,16.0,0.62,8,0.2523,0.5393,0.8528,3.87,2.42,6016.09,826,733,910
2025-11-27,BHS01,18_1056_GREY_44,GIRLS_OPEN,44,1,8.0,0.12,4,0.5005,0.8286,0.9795,6.87,0.86,6000.1,6,1635,911
2025-11-27,KOS01,25_1105_MAROON_41,PREMIUM OPEN,41,27,27.0,1.0,15,0.2747,0.5187,0.8067,4.02,4.02,5995.32,943,362,912
2025-11-27,AHS01,16_1042_TAN_40,OPEN,40,19,25.95,0.73,14,0.3901,0.6583,0.897,5.49,4.02,5987.55,204,363,913
2025-11-27,KOS01,12_1014_ROSE-GOLD_44,CLOSE,44,16,23.58,0.68,6,0.0936,0.3099,0.6945,1.77,1.2,5984.75,1893,1338,914
2025-11-27,BHS01,21_1077_BLUE-NAVY_40,PREMIUM CLOSE,40,12,20.36,0.59,2,0.056,0.3076,0.7531,1.45,0.86,5981.84,1904,1638,915
2025-11-27,HYS01,31_1147_ANTIC-GOLD_38,PREMIUM CLOSE,38,18,19.76,0.91,7,0.1255,0.358,0.7282,2.19,2.0,5975.74,1727,892,916
2025-11-27,KOS01,17_1049_BROWN_42,CLOSE,42,14,19.6,0.71,9,0.2154,0.4783,0.8066,3.36,2.4,5970.17,1179,738,917
2025-11-27,MUS01,10_1000_WHITE_43,PREMIUM CLOSE,43,7,21.78,0.32,16,0.3243,0.5769,0.8443,4.65,1.49,5963.29,576,1129,918
2025-11-27,KOS01,18_1056_GREY_43,GIRLS_OPEN,43,9,17.38,0.52,2,0.0667,0.3393,0.78,1.65,0.85,5955.36,1799,1640,919
2025-11-27,KOS01,10_1000_WHITE_43,PREMIUM CLOSE,43,11,19.87,0.55,7,0.1608,0.4194,0.7793,2.69,1.49,5944.55,1443,1135,920
2025-11-27,BHS01,17_1049_MAROON_43,CLOSE,43,8,17.23,0.46,15,0.3619,0.624,0.8759,5.13,2.38,5932.06,330,742,921
2025-11-27,INS01,18_1056_GREY_40,GIRLS_OPEN,40,18,21.91,0.82,3,0.039,0.2235,0.6457,1.03,0.85,5922.0,2177,1644,922
2025-11-27,MAS01,18_1056_BLACK_37,GIRLS_OPEN,37,5,21.54,0.23,10,0.2396,0.5025,0.8174,3.65,0.85,5920.27,1042,1645,923
2025-11-27,CHS01,28_1126_BLUE-NAVY_42,GIRLS_OPEN,42,21,21.78,0.96,18,0.2843,0.5206,0.7991,4.12,3.97,5920.2,935,369,924
2025-11-27,AHS01,31_1147_ANTIC-GOLD_42,PREMIUM CLOSE,42,18,34.76,0.52,19,0.2621,0.4883,0.7708,3.82,1.98,5919.87,1130,898,925
2025-11-27,BHS01,33_1161_BLUE-NAVY_43,OPEN,43,6,17.68,0.34,21,0.4211,0.6738,0.8952,5.83,1.98,5916.75,162,900,926
2025-11-27,PUS01,13_1021_BROWN_43,OPEN,43,14,15.08,0.93,11,0.29,0.5599,0.8499,4.28,3.97,5916.04,678,370,927
2025-11-27,BES01,24_1098_WHITE_38,OPEN,38,11,34.22,0.32,12,0.3173,0.5865,0.8622,4.61,1.48,5906.0,528,1141,928
2025-11-27,INS01,24_1098_MAROON_43,OPEN,43,7,21.78,0.32,18,0.3219,0.5679,0.8334,4.6,1.48,5904.52,629,1142,929
2025-11-27,MUS01,27_1119_WHITE_37,CLOSE,37,7,17.82,0.39,15,0.3533,0.6143,0.8701,5.02,1.97,5900.52,373,906,930
2025-11-27,PUS01,31_1147_ANTIC-GOLD_38,PREMIUM CLOSE,38,20,26.67,0.75,13,0.1681,0.3754,0.6954,2.63,1.97,5900.26,1657,907,931
2025-11-27,PUS01,11_1007_TAN_43,PREMIUM CLOSE,43,7,35.64,0.2,18,0.298,0.5381,0.8122,4.3,0.84,5900.2,837,1648,932
2025-11-27,BES01,16_1042_TAN_38,OPEN,38,8,15.45,0.52,11,0.5687,0.8266,0.9696,7.62,3.95,5883.4,7,372,933
2025-11-27,HYS01,12_1014_BROWN_43,CLOSE,43,51,23.6,2.16,2,0.0145,0.1365,0.5361,0.54,1.18,5864.52,2426,1357,934
2025-11-27,AHS01,32_1154_MAROON_43,CLOSE,43,6,30.55,0.2,21,0.2969,0.5292,0.7988,4.26,0.84,5853.96,892,1655,935
2025-11-27,PUS01,31_1147_MAROON_39,PREMIUM CLOSE,39,11,17.6,0.62,8,0.1957,0.4608,0.8014,3.13,1.95,5844.12,1261,910,936
2025-11-27,MAS01,17_1049_MAROON_39,CLOSE,39,20,25.45,0.79,13,0.1937,0.4152,0.7321,2.98,2.34,5829.87,1463,754,937
2025-11-27,CHS01,16_1042_TAN_37,OPEN,37,11,15.02,0.73,16,0.3783,0.6388,0.8823,5.33,3.9,5811.19,272,382,938
2025-11-27,BES01,33_1161_ROSE-GOLD_42,OPEN,42,8,24.89,0.32,16,0.4367,0.6996,0.9146,6.04,1.94,5808.86,113,916,939
2025-11-27,CHS01,27_1119_ANTIC-GOLD_37,CLOSE,37,11,20.53,0.54,12,0.2409,0.4894,0.7974,3.63,1.94,5807.27,1121,917,940
2025-11-27,COS01,13_1021_WHITE_40,OPEN,40,19,22.64,0.84,26,0.3277,0.5599,0.8145,4.64,3.89,5802.16,680,383,941
2025-11-27,SUS01,33_1161_BLUE-NAVY_40,OPEN,40,11,19.25,0.57,8,0.2146,0.4882,0.8205,3.38,1.93,5770.76,1131,925,942
2025-11-27,COS01,29_1133_BROWN_37,BOYS CLOSE,37,4,20.36,0.2,31,0.4272,0.6707,0.8867,5.89,1.16,5769.67,169,1373,943
2025-11-27,AHS01,29_1133_BROWN_37,BOYS CLOSE,37,9,21.0,0.43,5,0.1534,0.4419,0.8156,2.69,1.15,5761.8,1348,1374,944
2025-11-27,SUS01,17_1049_BLACK_38,CLOSE,38,19,19.35,0.98,8,0.1394,0.37,0.7287,2.35,2.31,5757.4,1685,765,945
2025-11-27,KOS01,10_1000_WHITE_38,PREMIUM CLOSE,38,11,18.12,0.61,5,0.1306,0.4017,0.7869,2.37,1.44,5748.74,1520,1165,946
2025-11-27,COS01,31_1147_WHITE_40,PREMIUM CLOSE,40,13,28.0,0.46,24,0.2883,0.5124,0.7799,4.14,1.92,5743.73,987,928,947
2025-11-27,KOS01,28_1126_ROSE-GOLD_38,GIRLS_OPEN,38,11,17.11,0.64,15,0.4319,0.6976,0.9151,5.99,3.85,5738.94,116,387,948
2025-11-27,BES01,18_1056_BLACK_40,GIRLS_OPEN,40,30,21.54,1.39,0,0.0108,0.1611,0.625,0.59,0.82,5732.3,2365,1670,949
2025-11-27,CHS01,18_1056_BLACK_44,GIRLS_OPEN,44,15,28.0,0.54,7,0.0811,0.2681,0.6369,1.53,0.82,5726.16,2041,1673,950
2025-11-27,PUS01,30_1140_WHITE_38,PREMIUM CLOSE,38,4,16.0,0.25,9,0.3116,0.6017,0.8825,4.59,1.15,5723.46,424,1381,951
2025-11-27,INS01,18_1056_GREY_44,GIRLS_OPEN,44,12,32.0,0.38,12,0.1348,0.326,0.6521,2.18,0.82,5722.62,1841,1675,952
2025-11-27,PUS01,27_1119_WHITE_37,CLOSE,37,13,26.0,0.5,16,0.2602,0.4956,0.7857,3.82,1.91,5717.73,1085,931,953
2025-11-27,INS01,17_1049_MAROON_41,CLOSE,41,25,29.79,0.84,13,0.1756,0.3874,0.7067,2.73,2.29,5714.28,1600,774,954
2025-11-27,INS01,29_1133_BROWN_43,BOYS CLOSE,43,7,19.6,0.36,8,0.2015,0.4694,0.8075,3.2,1.14,5711.12,1233,1384,955
2025-11-27,KOS01,10_1000_BROWN_42,PREMIUM CLOSE,42,10,22.4,0.45,9,0.2036,0.4613,0.7944,3.2,1.43,5701.32,1258,1177,956
2025-11-27,MUS01,14_1028_ROSE-GOLD_40,OPEN,40,34,28.0,1.21,14,0.2071,0.4298,0.7396,3.15,3.82,5690.62,1403,389,957
2025-11-27,MUS01,20_1070_ANTIC-GOLD_42,PREMIUM CLOSE,42,15,25.45,0.59,6,0.069,0.254,0.6339,1.38,0.81,5690.12,2086,1679,958
2025-11-27,MUS01,14_1028_ROSE-GOLD_42,OPEN,42,28,22.72,1.23,11,0.1993,0.4371,0.7624,3.09,3.81,5678.74,1369,391,959
2025-11-27,CHS01,27_1119_ANTIC-GOLD_41,CLOSE,41,22,30.05,0.73,13,0.1654,0.3711,0.6912,2.59,1.9,5677.79,1682,936,960
2025-11-27,BES01,28_1126_TAN_38,GIRLS_OPEN,38,21,24.5,0.86,21,0.3095,0.5452,0.8111,4.43,3.79,5653.0,788,393,961
2025-11-27,KOS01,21_1077_MAROON_43,PREMIUM CLOSE,43,12,28.0,0.43,8,0.1068,0.3095,0.6705,1.88,0.81,5638.21,1894,1685,962
2025-11-27,CHS01,30_1140_WHITE_44,PREMIUM CLOSE,44,3,16.8,0.18,22,0.4616,0.7136,0.9158,6.33,1.13,5636.69,84,1397,963
2025-11-27,BHS01,21_1077_BLUE-NAVY_38,PREMIUM CLOSE,38,6,16.0,0.38,2,0.0969,0.4155,0.8348,2.15,0.8,5622.89,1461,1688,964
2025-11-27,PUS01,24_1098_WHITE_40,OPEN,40,11,24.64,0.45,11,0.204,0.4441,0.768,3.16,1.41,5621.72,1336,1186,965
2025-11-27,HYS01,19_1063_MAROON_37,BOYS CLOSE,37,7,24.5,0.29,9,0.1747,0.4172,0.7603,2.81,0.8,5613.1,1455,1689,966
2025-11-27,PUS01,15_1035_GREY_39,PREMIUM OPEN,39,11,23.69,0.46,16,0.277,0.5177,0.8027,4.04,1.88,5612.53,952,946,967
2025-11-27,COS01,17_1049_BROWN_42,CLOSE,42,17,22.67,0.75,10,0.1909,0.4328,0.7654,3.0,2.25,5609.12,1386,788,968
2025-11-27,PUS01,28_1126_TAN_43,GIRLS_OPEN,43,21,21.38,0.98,14,0.259,0.5026,0.7984,3.83,3.76,5607.72,1041,394,969
2025-11-27,MUS01,17_1049_MAROON_43,CLOSE,43,7,17.04,0.41,18,0.3892,0.6454,0.8827,5.45,2.24,5574.24,254,797,970
2025-11-27,AHS01,33_1161_ROSE-GOLD_40,OPEN,40,14,31.36,0.45,23,0.2908,0.5175,0.7858,4.18,1.86,5573.46,955,950,971
2025-11-27,MUS01,24_1098_WHITE_40,OPEN,40,17,18.67,0.91,4,0.0711,0.2958,0.7089,1.53,1.4,5569.21,1943,1196,972
2025-11-27,SUS01,17_1049_BLACK_39,CLOSE,39,12,18.16,0.66,9,0.2169,0.4805,0.8082,3.38,2.23,5556.51,1171,800,973
2025-11-27,MAS01,28_1126_TAN_43,GIRLS_OPEN,43,12,17.68,0.68,23,0.3909,0.6382,0.8721,5.45,3.7,5510.69,275,403,974
2025-11-27,SUS01,16_1042_ANTIC-GOLD_41,OPEN,41,23,19.22,1.2,10,0.1974,0.4425,0.7732,3.09,3.7,5510.3,1343,404,975
2025-11-27,MUS01,14_1028_WHITE_42,OPEN,42,34,25.39,1.34,14,0.1787,0.3867,0.7005,2.76,3.7,5510.04,1605,405,976
2025-11-27,BES01,27_1119_ANTIC-GOLD_37,CLOSE,37,7,23.06,0.3,11,0.4355,0.7166,0.9307,6.06,1.84,5504.88,80,966,977
2025-11-27,COS01,29_1133_BROWN_42,BOYS CLOSE,42,14,31.36,0.45,9,0.15,0.3769,0.7258,2.47,1.1,5500.42,1650,1416,978
2025-11-27,HYS01,30_1140_WHITE_37,PREMIUM CLOSE,37,3,16.8,0.18,18,0.4476,0.7059,0.9153,6.17,1.1,5495.46,103,1417,979
2025-11-27,BES01,13_1021_WHITE_38,OPEN,38,16,20.36,0.79,7,0.3161,0.6279,0.9048,4.69,3.69,5494.37,312,406,980
2025-11-27,COS01,33_1161_BLUE-NAVY_38,OPEN,38,9,24.0,0.38,24,0.3474,0.5866,0.8366,4.9,1.84,5492.16,527,970,981
2025-11-27,COS01,24_1098_WHITE_39,OPEN,39,8,26.35,0.3,20,0.3169,0.5567,0.8214,4.53,1.37,5483.1,705,1213,982
2025-11-27,BHS01,10_1000_BROWN_42,PREMIUM CLOSE,42,10,26.67,0.38,12,0.2438,0.4934,0.8004,3.66,1.37,5481.78,1097,1214,983
2025-11-27,HYS01,20_1070_ANTIC-GOLD_40,PREMIUM CLOSE,40,10,29.47,0.34,9,0.1386,0.3573,0.7078,2.31,0.78,5475.81,1730,1708,984
2025-11-27,PUS01,14_1028_ROSE-GOLD_38,OPEN,38,22,21.24,1.04,13,0.2362,0.4769,0.7831,3.55,3.67,5474.09,1189,407,985
2025-11-27,MUS01,23_1091_BLACK_38,OPEN,38,13,17.76,0.73,20,0.3555,0.603,0.8534,5.02,3.67,5474.06,418,408,986
2025-11-27,PUS01,17_1049_BLACK_41,CLOSE,41,34,27.2,1.25,9,0.1007,0.2867,0.6353,1.76,2.2,5473.89,1976,815,987
2025-11-27,HYS01,33_1161_ROSE-GOLD_37,OPEN,37,9,20.16,0.45,13,0.2787,0.5335,0.8245,4.1,1.83,5473.85,865,975,988
2025-11-27,SUS01,25_1105_BROWN_39,PREMIUM OPEN,39,16,17.23,0.93,11,0.2642,0.5273,0.8289,3.95,3.66,5460.36,899,409,989
2025-11-27,INS01,24_1098_WHITE_41,OPEN,41,6,18.67,0.32,10,0.2869,0.5636,0.8566,4.26,1.37,5457.86,656,1218,990
